AllSF,OverallQual,NeighborPrice,GrLivArea,ExterQual_,NeighborBin,KitchenQual_,SimplOverallQual,TotalBsmtSF,GarageCars,TotalBath,GarageScore,GarageArea,1stFlrSF,BsmtQual_,OverallGrade,FullBath,TotRmsAbvGrd,Now_YearBuilt,YearBuilt,Id,SalePrice
1350.0,5,120000.0,1124,2,1,2,2,0.0,0.0,1.0,0.0,0.0,1124,0,25,1,5,63,1954,430,120500
4496.0,8,278000.0,2046,3,4,3,3,2046.0,3.0,2.5,2502.0,834.0,2046,5,40,2,7,9,2008,431,89500
2297.0,3,124300.0,1306,2,1,1,1,728.0,0.0,1.0,0.0,0.0,1306,3,6,1,6,77,1940,432,155000
2910.0,7,197200.0,1274,3,2,3,3,1274.0,2.0,3.0,1524.0,508.0,1274,4,35,2,6,12,2005,433,93000
2936.0,5,120000.0,1526,2,1,2,2,1216.0,1.0,1.0,1092.0,364.0,1526,3,30,1,7,60,1957,434,372500
1690.0,4,153500.0,845,2,2,2,2,845.0,2.0,2.0,1080.0,360.0,845,3,24,1,4,35,1982,435,76500
2772.0,6,197200.0,1786,2,2,3,2,824.0,2.0,3.5,2052.0,684.0,905,4,30,2,7,20,1997,436,203000
2064.0,5,140000.0,1128,2,2,2,2,936.0,1.0,1.0,858.0,286.0,1128,3,25,1,5,63,1954,437,144500
3136.0,5,140000.0,1700,2,2,3,2,1398.0,2.0,2.0,1341.0,447.0,1700,3,25,1,6,58,1959,438,129500
2368.0,6,120000.0,1426,2,1,2,2,690.0,2.0,1.5,1320.0,440.0,698,3,36,1,6,40,1977,439,204750
2388.0,8,225000.0,1590,3,3,3,3,768.0,2.0,2.5,2028.0,676.0,786,4,40,2,6,9,2008,440,118000
2008.0,3,119000.0,1183,2,1,2,1,649.0,1.0,1.5,924.0,308.0,679,3,21,1,6,69,1948,441,165500
1728.0,4,140000.0,864,2,2,2,2,864.0,2.0,1.0,1389.0,463.0,864,3,28,1,5,47,1970,442,159500
2596.0,7,179900.0,1442,3,2,3,3,910.0,2.0,3.0,2157.0,719.0,1442,4,35,2,6,27,1990,443,210000
2034.0,5,140000.0,1008,2,2,3,2,1008.0,1.0,2.0,720.0,240.0,1008,3,35,1,6,64,1953,444,120000
3552.0,8,197200.0,2263,3,2,3,3,1055.0,2.0,2.5,2715.0,905.0,1055,4,40,2,7,16,2001,445,124500
2097.0,4,124300.0,1230,2,1,2,2,747.0,1.0,2.5,915.0,305.0,774,3,28,1,5,71,1946,446,179900
1957.0,5,124300.0,1285,2,1,2,2,672.0,1.0,2.0,720.0,240.0,1072,3,25,1,6,69,1948,447,134500
2050.0,7,181000.0,1474,2,2,2,3,384.0,2.0,2.5,1200.0,400.0,804,4,35,2,7,22,1995,448,287000
2211.0,6,153500.0,1062,2,2,2,2,1029.0,2.0,2.0,1617.0,539.0,1062,4,30,1,5,41,1976,449,121600
3369.0,8,225000.0,1563,2,3,3,3,1563.0,3.0,2.0,2274.0,758.0,1563,4,40,2,6,10,2007,450,127000
1964.0,5,135000.0,864,2,1,2,2,864.0,1.0,1.0,1080.0,360.0,864,3,25,1,5,52,1965,451,168500
2419.0,5,140000.0,1050,2,2,2,2,1050.0,1.0,2.0,1104.0,368.0,1050,3,30,1,6,56,1961,453,146800
2369.0,5,139500.0,1520,2,2,2,2,793.0,1.0,1.0,843.0,281.0,848,3,25,1,6,85,1932,454,245000
2588.0,5,153500.0,1126,2,2,2,2,1126.0,2.0,3.0,1452.0,484.0,1126,3,25,2,5,40,1977,455,62383
2555.0,7,225000.0,1221,3,3,3,3,1221.0,2.0,3.0,1200.0,400.0,1221,4,35,2,6,13,2004,456,136500
5738.0,10,315000.0,2402,4,4,4,3,3094.0,3.0,3.0,2016.0,672.0,2402,5,50,2,10,9,2008,457,159434
1260.0,4,88000.0,630,2,0,2,2,630.0,0.0,2.0,0.0,0.0,630,4,24,1,3,47,1970,458,160000
2290.0,6,103000.0,1355,2,1,3,2,684.0,0.0,1.5,0.0,0.0,773,3,42,1,7,103,1914,459,185000
2078.0,5,135000.0,1039,2,1,2,2,1039.0,2.0,2.5,1512.0,504.0,1039,3,20,1,6,52,1965,460,555000
1788.0,5,135000.0,894,2,1,2,2,894.0,2.0,1.0,1350.0,450.0,894,4,25,1,5,49,1968,461,84500
3489.0,7,315000.0,2172,3,4,3,3,1063.0,3.0,2.5,2841.0,947.0,1071,5,35,2,9,11,2006,462,127000
3124.0,7,192000.0,1524,3,3,3,3,1332.0,2.0,2.5,1758.0,586.0,1332,4,42,0,4,38,1979,463,131500
4946.0,8,140000.0,2217,3,2,3,3,2217.0,2.0,3.0,1863.0,621.0,2217,3,48,2,8,47,1970,464,129000
1746.0,5,119000.0,804,2,1,3,2,788.0,1.0,2.0,720.0,240.0,804,3,35,1,4,77,1940,465,280000
3042.0,7,103000.0,1818,2,1,2,3,1040.0,1.0,1.5,720.0,240.0,1226,3,28,1,7,86,1931,466,260000
1380.0,4,88000.0,630,2,0,2,2,630.0,0.0,2.0,0.0,0.0,630,4,24,1,3,45,1972,467,268000
1802.0,4,119000.0,901,2,1,2,2,901.0,1.0,1.0,562.0,281.0,901,3,28,1,4,63,1954,468,119000
2827.0,8,119000.0,1742,3,1,3,3,916.0,2.0,1.5,1272.0,424.0,916,3,72,1,8,135,1882,469,169500
2417.0,7,315000.0,1626,3,4,3,3,764.0,2.0,2.0,1422.0,474.0,764,4,35,2,6,14,2003,470,75500
2909.0,8,315000.0,1370,3,4,3,3,1370.0,2.0,2.0,1452.0,484.0,1370,4,40,2,6,11,2006,471,107900
2862.0,7,315000.0,1314,3,4,3,3,1314.0,2.0,3.0,1878.0,626.0,1314,4,35,2,6,10,2007,472,168000
2747.0,6,139500.0,1608,2,2,3,2,976.0,1.0,2.5,432.0,216.0,1160,3,36,2,7,92,1925,473,173000
3784.0,8,315000.0,1694,4,4,3,3,1694.0,3.0,2.0,2454.0,818.0,1694,5,40,2,7,10,2007,474,202500
1944.0,4,140000.0,864,2,2,2,2,864.0,2.0,1.0,1728.0,576.0,864,3,24,1,4,46,1971,475,207500
2719.0,6,120000.0,1709,3,1,3,2,970.0,2.0,2.0,1140.0,380.0,970,4,30,2,7,13,2004,476,137450
2064.0,6,181000.0,1412,2,2,3,2,616.0,2.0,2.5,1296.0,432.0,616,4,30,2,6,11,2006,477,318000
4419.0,8,225000.0,2466,3,3,3,3,1580.0,2.0,3.0,1830.0,610.0,1580,4,40,3,8,13,2004,478,97000
5262.0,7,179900.0,3222,2,2,3,3,1673.0,3.0,4.0,1782.0,594.0,1699,4,35,3,11,27,1990,479,130000
2373.0,8,278000.0,1088,3,4,3,3,1074.0,2.0,1.5,1383.0,461.0,1088,4,40,1,5,31,1986,480,156932
3474.0,8,200624.0,1625,3,3,3,3,1573.0,2.0,3.5,1614.0,538.0,1625,4,40,2,5,11,2006,481,340000
1666.0,5,153500.0,833,2,2,2,2,833.0,0.0,2.0,0.0,0.0,833,3,25,1,5,32,1985,482,320000
2072.0,5,124300.0,1077,2,1,2,2,991.0,1.0,2.0,820.0,205.0,1077,3,30,1,5,78,1939,483,170000
3456.0,5,153500.0,1728,2,2,2,2,1728.0,2.0,4.0,1680.0,560.0,1728,3,25,2,8,41,1976,484,235000
2248.0,6,135000.0,1479,3,1,3,2,725.0,2.0,2.5,1425.0,475.0,725,3,48,2,6,41,1976,485,112000
2864.0,6,225000.0,1728,3,3,3,2,864.0,2.0,2.5,2019.0,673.0,864,4,30,2,7,14,2003,486,118000
3077.0,5,200624.0,1647,2,3,3,2,1430.0,2.0,3.0,1863.0,621.0,1647,4,30,2,7,40,1977,487,188000
1576.0,4,124300.0,788,2,1,2,2,788.0,0.0,1.0,0.0,0.0,788,3,20,1,4,76,1941,488,130500
2709.0,5,197200.0,1268,2,2,3,2,1268.0,1.0,1.5,756.0,252.0,1268,4,35,1,5,40,1977,489,207500
3325.0,6,120000.0,2108,2,1,3,2,1127.0,2.0,2.0,1620.0,540.0,1236,3,42,2,7,82,1935,490,217500
2136.0,5,120000.0,996,2,1,2,2,996.0,0.0,2.0,0.0,0.0,996,3,30,1,6,77,1940,491,100000
2708.0,7,120000.0,1656,3,1,3,3,746.0,2.0,2.5,1191.0,397.0,760,4,35,2,7,14,2003,492,143500
2668.0,6,181000.0,1671,2,2,2,2,959.0,2.0,3.5,1416.0,472.0,959,4,30,2,7,17,2000,493,235000
2953.0,7,191000.0,1414,3,2,3,3,1375.0,2.0,2.0,1194.0,398.0,1414,4,35,2,6,13,2004,494,108000
2123.0,4,103000.0,1208,2,1,2,2,780.0,2.0,1.0,1617.0,539.0,848,3,20,1,5,92,1925,495,165400
3508.0,8,226250.0,1776,3,3,3,3,1732.0,3.0,3.0,2136.0,712.0,1776,5,40,2,7,11,2006,496,173000
3456.0,5,135000.0,1728,2,1,2,2,1728.0,2.0,3.0,1512.0,504.0,1728,3,25,2,10,54,1963,497,178740
2951.0,8,179900.0,1911,3,2,3,3,777.0,2.0,2.5,1413.0,471.0,1065,4,40,2,8,24,1993,498,103000
2751.0,7,197200.0,1790,3,2,3,3,873.0,2.0,3.5,1764.0,588.0,882,4,35,2,7,18,1999,499,283463
4061.0,8,182900.0,2715,4,2,3,3,1142.0,2.0,4.0,2493.0,831.0,1175,3,72,3,11,41,1976,500,125000
3882.0,5,140000.0,2634,2,2,2,2,1248.0,4.0,4.5,2904.0,968.0,1338,3,25,2,12,48,1969,501,215000
2810.0,8,181000.0,1801,3,2,3,3,893.0,3.0,2.5,2400.0,800.0,901,4,40,2,8,12,2005,502,193000
2274.0,7,181000.0,1496,3,2,3,3,654.0,2.0,3.5,1278.0,426.0,664,4,35,2,7,11,2006,503,299800
2972.0,5,135000.0,1920,3,1,3,2,1052.0,2.0,3.0,1353.0,451.0,1252,3,25,2,8,59,1958,504,200000
3311.0,7,182900.0,2093,2,2,2,3,791.0,2.0,2.5,1626.0,542.0,1236,4,42,2,7,31,1986,505,239900
4234.0,8,278000.0,2576,4,4,4,3,1234.0,3.0,2.5,1998.0,666.0,1264,5,40,2,10,11,2006,506,179665
2626.0,6,140000.0,1796,2,2,2,2,780.0,2.0,2.5,1449.0,483.0,983,3,30,1,8,54,1963,507,172500
2580.0,4,120000.0,1132,2,1,3,2,1132.0,2.0,2.5,1353.0,451.0,1132,4,20,1,5,12,2005,508,215000
3001.0,7,197200.0,1829,3,2,3,3,941.0,2.0,3.5,1839.0,613.0,941,4,42,2,7,14,2003,509,361919
2184.0,5,135000.0,1040,2,1,2,2,1040.0,1.0,2.5,780.0,260.0,1040,3,40,1,6,55,1962,510,140000
2372.0,5,153500.0,1140,2,2,2,2,1140.0,0.0,1.0,0.0,0.0,1140,4,25,1,6,11,2006,511,176000
3864.0,7,182900.0,2090,2,2,2,3,1107.0,2.0,3.5,1452.0,484.0,1107,4,42,2,7,44,1973,512,237000
2943.0,7,315000.0,1358,3,4,3,3,1358.0,2.0,3.0,1452.0,484.0,1358,4,35,2,6,8,2009,513,127000
2656.0,6,218000.0,1208,3,3,2,2,1208.0,2.0,2.5,1638.0,546.0,1208,4,36,1,6,40,1977,514,84500
4220.0,7,140000.0,2110,3,2,4,3,2110.0,2.0,3.5,1566.0,522.0,2110,3,35,2,8,49,1968,515,200000
2388.0,5,124300.0,1505,2,1,2,2,883.0,1.0,2.0,720.0,240.0,988,3,25,1,8,77,1940,516,224000
3220.0,6,192000.0,2087,2,3,3,2,832.0,2.0,2.5,1332.0,444.0,976,3,48,2,9,51,1966,517,165000
3418.0,8,197200.0,2290,3,2,3,3,1128.0,2.0,2.5,2337.0,779.0,1149,4,40,2,9,15,2002,518,244000
4835.0,8,315000.0,1629,3,4,3,3,3206.0,3.0,3.0,2640.0,880.0,1629,4,40,2,7,14,2003,519,145000
2842.0,5,139500.0,1928,2,2,2,2,686.0,0.0,2.0,0.0,0.0,948,3,40,2,10,101,1916,520,187500
1788.0,5,135000.0,894,2,1,3,2,894.0,2.0,2.0,1350.0,450.0,894,3,35,1,5,50,1967,521,255900
2719.0,7,120000.0,1709,3,1,3,3,970.0,2.0,2.0,1140.0,380.0,970,4,35,2,7,13,2004,522,284000
927.0,5,119000.0,882,2,1,2,2,0.0,1.0,1.0,924.0,308.0,882,0,25,1,4,61,1956,523,160000
1596.0,4,120000.0,924,2,1,1,2,672.0,1.0,2.0,840.0,280.0,672,4,16,1,5,76,1941,524,130000
1784.0,5,197200.0,914,3,2,2,2,870.0,2.0,1.0,1728.0,576.0,914,4,25,1,5,21,1996,525,137500
2576.0,4,135000.0,1258,2,1,2,2,1198.0,2.0,3.0,800.0,400.0,1258,4,16,0,6,48,1969,526,97000
2229.0,5,120000.0,1090,2,1,2,2,1090.0,2.0,2.5,1350.0,450.0,1090,5,25,1,5,12,2005,527,80000
2295.0,5,140000.0,1385,2,2,2,2,910.0,2.0,2.0,2160.0,720.0,910,3,20,2,6,65,1952,528,148000
3194.0,6,226250.0,1509,3,3,3,2,1461.0,2.0,3.0,1800.0,600.0,1509,4,30,2,5,29,1988,529,108959
2762.0,6,181000.0,1690,2,2,2,2,924.0,2.0,2.5,1389.0,463.0,948,4,30,2,7,17,2000,530,157000
2020.0,4,103000.0,1128,2,1,2,2,698.0,2.0,1.0,1584.0,528.0,698,3,16,1,6,97,1920,531,166000
3345.0,6,139500.0,1694,2,2,2,2,1181.0,2.0,2.0,1728.0,576.0,1390,3,30,2,7,92,1925,532,175000
3732.0,9,181000.0,1746,4,2,4,3,1746.0,3.0,3.0,2274.0,758.0,1746,5,45,2,7,11,2006,533,181000
3100.0,7,197200.0,1908,3,2,3,3,915.0,2.0,3.5,1479.0,493.0,933,4,35,2,8,23,1994,534,68400
2879.0,7,197200.0,1724,2,2,3,3,880.0,2.0,2.5,1581.0,527.0,880,4,35,2,8,19,1998,535,136500
2361.0,6,225000.0,1573,3,3,3,2,756.0,2.0,2.5,1320.0,440.0,769,4,30,2,5,17,2000,536,377500
4061.0,7,301500.0,2520,3,4,3,3,1203.0,3.0,2.5,2163.0,721.0,1214,4,35,2,9,22,1995,537,210000
2112.0,5,140000.0,936,2,2,2,2,936.0,1.0,2.0,924.0,308.0,936,3,35,1,4,61,1956,538,188000
1824.0,5,135000.0,912,2,1,2,2,912.0,1.0,1.0,1008.0,336.0,912,3,25,1,5,50,1967,539,177500
2354.0,7,225000.0,1553,3,3,3,3,756.0,2.0,2.5,1845.0,615.0,756,4,35,2,6,12,2005,540,290000
3572.0,5,192000.0,1582,2,3,2,2,1624.0,2.0,2.5,1170.0,390.0,1582,3,25,2,7,53,1964,541,129000
3028.0,7,225000.0,1852,2,3,3,3,900.0,2.0,3.5,1932.0,644.0,932,4,35,2,7,8,2009,542,125000
1872.0,5,119000.0,1230,2,1,2,2,440.0,2.0,1.5,1320.0,440.0,682,3,30,1,5,107,1910,543,186500
2160.0,7,179900.0,1080,2,2,3,3,1080.0,0.0,2.0,0.0,0.0,1080,4,35,1,6,13,2004,544,190000
2483.0,7,197200.0,1640,3,2,3,3,798.0,2.0,2.5,1785.0,595.0,798,4,35,2,6,14,2003,545,252678
1666.0,5,119000.0,833,2,1,3,2,833.0,1.0,1.0,978.0,326.0,833,3,35,1,4,63,1954,546,110000
2584.0,5,181000.0,2320,2,2,2,2,0.0,2.0,2.0,2016.0,672.0,1547,0,30,2,7,69,1948,547,141000
2959.0,4,119000.0,1774,2,1,2,2,1095.0,3.0,3.0,1558.0,779.0,1095,3,8,2,8,117,1900,548,183000
1991.0,7,181000.0,1482,2,2,3,3,384.0,2.0,2.5,1176.0,392.0,812,4,35,2,7,25,1992,549,117000
2879.0,5,135000.0,1392,2,1,2,2,1392.0,2.0,2.5,1584.0,528.0,1392,4,30,1,5,60,1957,550,169000
2128.0,5,140000.0,1268,3,2,2,2,832.0,1.0,1.0,864.0,288.0,1036,3,35,1,6,68,1949,551,87000
2780.0,8,226250.0,1296,3,3,3,3,1267.0,2.0,3.0,1413.0,471.0,1296,5,40,2,6,16,2001,552,163900
2787.0,6,182900.0,1258,3,2,3,2,1258.0,2.0,2.5,1584.0,528.0,1258,3,42,2,5,46,1971,553,121500
1989.0,7,225000.0,1223,3,3,3,3,600.0,2.0,2.5,1440.0,480.0,520,4,35,2,4,12,2005,554,133000
3092.0,7,225000.0,1478,4,3,3,3,1470.0,2.0,3.5,1452.0,484.0,1478,5,35,2,7,8,2009,555,220000
2163.0,7,140000.0,999,4,2,4,3,944.0,2.0,2.0,1764.0,588.0,999,3,63,1,6,56,1961,556,145000
1728.0,5,140000.0,864,2,2,2,2,864.0,2.0,2.0,1872.0,624.0,864,3,25,1,5,59,1958,557,147400
2648.0,8,181000.0,1752,3,2,2,3,559.0,2.0,2.0,1476.0,492.0,1080,4,56,2,8,29,1988,558,222000
2394.0,5,140000.0,1041,2,2,2,2,1041.0,1.0,2.0,810.0,270.0,1041,3,30,1,6,58,1959,559,178400
3286.0,6,140000.0,1478,2,2,2,2,1478.0,2.0,2.5,1326.0,442.0,1478,3,18,1,6,60,1957,560,129900
3170.0,7,192000.0,1453,2,3,3,3,1453.0,2.0,2.5,1335.0,445.0,1453,4,35,1,6,31,1986,561,164000
2470.0,5,120000.0,1367,2,1,2,2,861.0,1.0,2.0,1152.0,384.0,961,3,40,1,7,117,1900,562,124500
2627.0,7,197200.0,1710,3,2,3,3,856.0,2.0,3.5,1644.0,548.0,856,4,35,2,8,14,2003,563,156500
2787.0,6,182900.0,1574,2,2,2,2,796.0,2.0,3.5,1698.0,566.0,790,4,30,2,6,41,1976,564,190000
2288.0,5,140000.0,1144,2,2,2,2,1144.0,2.0,2.0,1368.0,456.0,1144,3,30,1,6,56,1961,565,119000
1824.0,3,120000.0,864,2,1,2,1,864.0,1.0,2.0,600.0,200.0,864,3,9,1,5,103,1914,566,208500
4314.0,9,315000.0,1850,3,4,3,3,1833.0,3.0,3.0,2316.0,772.0,1850,5,45,2,8,13,2004,567,190000
2046.0,6,153500.0,1034,2,2,2,2,1012.0,3.0,2.0,2664.0,888.0,1034,3,30,1,6,41,1976,568,139950
2650.0,7,197200.0,1720,3,2,3,3,860.0,2.0,2.5,1695.0,565.0,860,4,35,2,7,13,2004,569,58500
5036.0,8,140000.0,2704,3,2,4,3,1952.0,2.0,3.5,1614.0,538.0,2000,4,56,2,9,45,1972,570,326000
2082.0,5,119000.0,1122,2,1,3,2,924.0,2.0,2.0,1584.0,528.0,1122,3,35,1,6,69,1948,571,169900
2778.0,6,140000.0,1716,2,2,2,2,858.0,2.0,1.5,1470.0,490.0,858,3,36,1,8,55,1962,572,196500
3396.0,7,200624.0,2057,3,3,3,3,1017.0,1.0,1.5,360.0,180.0,1020,4,49,1,6,81,1936,573,345000
3307.0,7,278000.0,1767,3,4,3,3,1064.0,2.0,3.0,2016.0,504.0,1064,4,49,2,5,30,1987,574,147000
2484.0,7,182900.0,1242,2,2,2,3,1242.0,2.0,1.5,1584.0,528.0,1242,3,42,1,6,44,1973,575,171000
1327.0,6,103000.0,754,2,1,2,2,520.0,0.0,2.0,0.0,0.0,520,3,48,1,5,82,1935,576,250000
1850.0,5,140000.0,925,2,2,2,2,925.0,1.0,1.5,1287.0,429.0,925,3,30,1,5,52,1965,577,239000
2697.0,5,120000.0,1347,2,1,2,2,1117.0,0.0,2.0,0.0,0.0,820,4,35,1,5,107,1910,578,175500
2296.0,5,140000.0,1148,2,2,2,2,1148.0,1.0,2.0,2016.0,672.0,1148,3,25,1,6,58,1959,579,84500
1942.0,5,197200.0,971,2,2,2,2,971.0,1.0,1.5,900.0,300.0,971,4,30,1,5,48,1969,580,117500
1069.0,4,140000.0,1040,2,2,2,2,0.0,2.0,1.0,1260.0,420.0,1040,0,20,1,4,67,1950,581,107500
3897.0,8,179900.0,1844,3,2,3,3,1844.0,2.0,3.0,1860.0,620.0,1844,4,40,2,7,12,2005,582,132500
2635.0,7,200624.0,1802,2,3,2,3,793.0,1.0,1.5,432.0,216.0,901,2,42,1,9,97,1920,583,128500
2156.0,7,225000.0,1416,3,3,3,3,696.0,2.0,3.5,1452.0,484.0,696,4,35,2,6,18,1999,584,109900
3440.0,7,301500.0,2013,3,4,2,3,1117.0,2.0,3.5,1365.0,455.0,1127,4,35,2,8,21,1996,585,257000
1890.0,5,120000.0,1134,2,1,2,2,756.0,1.0,2.5,720.0,240.0,756,3,30,1,7,77,1940,586,200100
2621.0,6,179900.0,1640,3,2,3,2,798.0,2.0,2.5,1560.0,520.0,798,4,30,2,6,13,2004,587,155000
3726.0,7,192000.0,2287,3,3,2,3,1304.0,2.0,2.0,2001.0,667.0,1304,3,28,2,7,64,1953,588,269790
3183.0,5,119000.0,2138,2,1,2,2,849.0,2.0,2.0,720.0,360.0,1075,3,25,2,11,119,1898,589,126000
3118.0,6,181000.0,2054,3,2,3,2,992.0,2.0,3.5,1170.0,390.0,1022,4,30,2,7,17,2000,590,173000
3631.0,7,197200.0,1541,3,2,3,3,1541.0,3.0,2.0,2529.0,843.0,1541,4,35,2,6,16,2001,591,225000
3189.0,7,197200.0,1504,3,2,3,3,1504.0,2.0,3.0,1434.0,478.0,1504,4,35,2,6,21,1996,592,106000
1925.0,5,103000.0,1192,2,1,2,2,596.0,1.0,1.0,378.0,189.0,596,3,25,1,6,97,1920,593,244000
2471.0,5,140000.0,1558,2,2,2,2,913.0,1.0,2.5,864.0,288.0,1048,3,30,1,6,72,1945,594,205000
4303.0,8,301500.0,2622,3,4,3,3,1463.0,2.0,3.5,2136.0,712.0,1500,5,40,2,9,23,1994,595,203000
2437.0,6,146000.0,1322,2,2,2,2,855.0,2.0,3.0,1320.0,440.0,855,3,30,2,6,43,1974,596,78000
4806.0,5,192000.0,3086,2,3,4,2,1598.0,0.0,3.0,0.0,0.0,1636,3,30,3,12,71,1946,597,140000
2476.0,5,197200.0,1099,2,2,3,2,1099.0,1.0,1.5,1056.0,352.0,1099,4,30,1,6,22,1995,598,325000
2634.0,5,140000.0,1268,2,2,2,2,1268.0,1.0,1.0,732.0,244.0,1268,3,30,1,7,63,1954,599,147000
2062.0,6,106000.0,1218,2,1,2,2,672.0,1.0,1.5,792.0,264.0,672,3,30,1,7,44,1973,600,200500
3697.0,5,139500.0,2601,2,2,2,2,612.0,2.0,3.5,1863.0,621.0,990,3,30,3,8,96,1921,601,144000
1040.0,3,140000.0,1040,2,2,2,1,0.0,2.0,2.0,1200.0,400.0,1040,0,12,2,6,68,1949,602,132000
2166.0,7,119000.0,1389,2,1,2,3,651.0,1.0,1.5,720.0,240.0,707,3,56,1,6,71,1946,603,113000
2948.0,6,119000.0,1616,2,1,3,2,1149.0,1.0,2.0,648.0,216.0,1149,3,42,2,5,91,1926,604,189000
3630.0,5,140000.0,1600,2,2,2,2,1484.0,1.0,2.0,957.0,319.0,1600,3,30,1,6,60,1957,605,87500
2528.0,6,140000.0,1244,2,2,2,2,1244.0,1.0,1.5,1008.0,336.0,1244,3,36,1,6,60,1957,606,135000
3887.0,6,182900.0,1686,2,2,2,2,1686.0,2.0,3.0,1836.0,612.0,1686,4,36,2,7,37,1980,607,152000
1632.0,5,153500.0,816,3,2,3,2,816.0,1.0,1.5,792.0,264.0,816,3,45,1,5,35,1982,608,207500
1604.0,3,120000.0,774,2,1,3,1,544.0,0.0,1.0,0.0,0.0,774,3,18,1,6,86,1931,609,150000
4031.0,8,226250.0,1707,3,3,2,3,1686.0,2.0,2.5,1533.0,511.0,1707,4,48,2,6,36,1981,610,130000
4041.0,8,315000.0,2161,3,4,4,3,1582.0,3.0,2.5,2367.0,789.0,1610,5,40,1,8,10,2007,611,207500
2390.0,7,200624.0,1502,2,3,2,3,776.0,1.0,1.5,810.0,270.0,851,4,42,1,6,86,1931,612,130500
2744.0,6,140000.0,1362,2,2,2,2,1362.0,2.0,2.5,1512.0,504.0,1362,3,30,1,6,56,1961,613,79000
8428.0,10,120000.0,4676,4,1,4,3,3138.0,3.0,4.5,2652.0,884.0,3138,5,50,3,11,10,2007,614,228000
3620.0,8,200624.0,1652,4,3,3,3,1600.0,2.0,3.5,1446.0,482.0,1652,5,40,2,5,9,2008,615,325624
2810.0,6,140000.0,1261,2,2,2,2,1261.0,2.0,2.0,1299.0,433.0,1261,3,36,1,6,59,1958,616,149000
7058.0,8,301500.0,3228,3,4,3,3,3200.0,2.0,4.0,1638.0,546.0,3228,4,40,3,10,25,1992,617,163000
2172.0,5,140000.0,1086,2,2,2,2,1086.0,2.0,2.0,1470.0,490.0,1086,3,35,1,6,63,1954,618,184750
2091.0,6,106000.0,1218,2,1,2,2,672.0,0.0,1.5,0.0,0.0,672,3,30,1,7,46,1971,619,392500
1632.0,5,153500.0,816,2,2,2,2,816.0,2.0,2.0,2448.0,816.0,816,3,40,1,4,35,1982,620,163000
2883.0,8,197200.0,1768,3,2,3,3,866.0,2.0,2.5,1734.0,578.0,866,4,40,2,7,10,2007,621,430000
3024.0,6,140000.0,1392,2,2,2,2,1392.0,2.0,2.0,1728.0,576.0,1392,2,18,1,5,49,1968,622,144900
3966.0,6,192000.0,2358,2,3,2,2,907.0,2.0,3.0,720.0,360.0,1307,3,48,3,10,109,1908,623,91500
3156.0,6,181000.0,1960,3,2,3,2,860.0,2.0,3.5,1320.0,440.0,860,4,30,2,8,15,2002,624,138000
2520.0,5,120000.0,1200,2,1,2,2,1200.0,0.0,6.0,0.0,0.0,1200,4,25,3,5,30,1987,625,212000
2117.0,6,197200.0,1392,2,2,2,2,689.0,1.0,1.5,897.0,299.0,689,4,42,1,6,40,1977,626,110000
3152.0,7,315000.0,1541,3,4,3,3,1541.0,2.0,2.0,1596.0,532.0,1541,4,35,2,7,12,2005,627,240000
2390.0,5,140000.0,1327,2,2,3,2,1063.0,2.0,2.0,1872.0,624.0,1327,3,30,1,7,58,1959,628,216500
2464.0,5,140000.0,1096,2,2,2,2,1096.0,1.0,2.0,897.0,299.0,1096,3,25,1,6,48,1969,629,179000
2682.0,6,182900.0,1552,2,2,2,2,713.0,2.0,3.5,1302.0,434.0,811,4,36,2,6,42,1975,630,161750
2430.0,6,135000.0,1352,2,1,2,2,663.0,1.0,1.5,897.0,299.0,663,3,42,1,7,48,1969,631,220000
5385.0,10,119000.0,3608,3,1,4,3,1107.0,3.0,2.5,4200.0,840.0,1518,3,90,2,12,125,1892,632,150750
2782.0,5,226250.0,1328,2,3,2,2,1350.0,1.0,2.0,924.0,308.0,1328,3,30,1,5,58,1959,633,138800
2128.0,5,120000.0,1148,2,1,2,2,980.0,1.0,1.5,924.0,308.0,1148,5,35,1,6,65,1952,634,179900
2454.0,5,103000.0,1517,2,1,1,2,793.0,0.0,2.0,0.0,0.0,997,3,35,2,7,98,1919,635,158000
2166.0,5,140000.0,1057,2,2,3,2,1057.0,1.0,2.0,738.0,246.0,1057,3,35,1,5,64,1953,636,475000
1914.0,7,181000.0,1430,2,2,2,3,384.0,2.0,2.5,1200.0,400.0,774,4,35,2,8,17,2000,637,170000
3249.0,5,119000.0,1869,2,1,2,2,1088.0,2.0,1.0,1368.0,456.0,1188,3,30,1,7,127,1890,638,123500
2376.0,5,140000.0,1188,2,2,2,2,1188.0,2.0,2.0,1593.0,531.0,1188,3,25,1,6,58,1959,639,115000
2098.0,4,120000.0,1346,2,1,2,2,560.0,1.0,1.5,768.0,384.0,796,2,28,1,6,107,1910,640,109000
3510.0,5,119000.0,2414,2,1,2,2,954.0,2.0,2.0,1560.0,520.0,1766,3,20,2,10,117,1900,641,170000
4265.0,8,315000.0,1976,3,4,3,3,1976.0,3.0,3.0,2724.0,908.0,1976,5,40,2,7,11,2006,642,124900
1930.0,4,103000.0,951,2,1,2,2,951.0,1.0,1.0,981.0,327.0,951,3,24,1,6,81,1936,643,142000
2616.0,5,135000.0,1060,2,1,3,2,1060.0,1.0,2.0,810.0,270.0,1060,3,40,1,6,49,1968,644,112000
